field	filter	public_value	code	swedish	english	synonyms	ices_biology	ices_physical_and_chemical	bodc_nerc	darwincore	comments	source	edmo	ices	nerc_name	nerc_id
#parameter		SED_N	SED_N	Kvävehalt i sediment (% av våtvikten)	Sediment nitrogen content (% of wet weight)							translate_PARAM				
#parameter		SED_P	SED_P	Sediment fosforhalt (% av våtvikt)	Sediment phosphorus content (% of wet weight)							translate_PARAM				
#parameter		SED_RATE_DW	SED_RATE_DW	Sedimentationshastighet	Sedimentation rate							translate_PARAM				
#parameter		SED_SI	SED_SI	Sediment kiselhalt (% av våtvikt)	Sediment silicon content (% of wet weight)							translate_PARAM				
#parameter		SIO3-SI	SIO3-SI	Silikatkisel	Silicate							translate_PARAM				
#parameter		TEMP	TEMP	Temperatur	Temperature							translate_PARAM				
#parameter		TEMP_BTL	TEMP_BTL	Temperatur-(vattenhämtare)	Temperature-(bottle)							translate_PARAM				
#parameter		TEMP_CTD	TEMP_CTD	Temperatur-(CTD)	Temperature-(CTD)							translate_PARAM				
#parameter		TOC	TOC	Total Organiskt Kol	Total organic carbon							translate_PARAM				
#parameter		TURB	TURB	Turbiditet	Turbidity							translate_PARAM				
#parameter		WATLD	WATLD	Vattennivåavvikelse (MATRX = SI)	Water level deviation (MATRX=SI)							translate_PARAM				
#parameter		WAVHT	WAVHT	Våghöjd (MATRX=SI)	Wave height (MATRX=SI)							translate_PARAM				
#parameter		WAVXP	WAVXP	Vågexponering (hämta) (MATRX=SI)	Wave exposure (fetch) (MATRX=SI)							translate_PARAM				
#parameter		WETWT	WETWT	Våtvikt	Wet weight							translate_PARAM				
#parameter		WINSP	WINSP	Vindhastighet (ex. meter/sekund) (MATRX=SI)	Wind speed (ex. meters/second) (MATRX=SI)							translate_PARAM				
#parameter		WTMAX	WTMAX	Vikt (max) (i kombination med matrx)	Weight (max) (in combination with matrx)							translate_PARAM				
#parameter		WTMEA	WTMEA	Vikt (medelvärde eller individ) (i kombination med matrx)	Weight (mean or individual) (in combination with matrx)							translate_PARAM				
#parameter		WTMIN	WTMIN	Viktt (min) (i kombination med matrx)	Weight (min) (in combination with matrx)							translate_PARAM				
plankton_sampling_method_code		BTH	BTH	Botten till haloklinen (ingår)	Bottom to halocline (included)							translate_PDMET				
plankton_sampling_method_code		HAU	HAU	Hala	Haul							translate_PDMET				
plankton_sampling_method_code		HTT	HTT	Överst på haloklinen till thermolinen (ingår)	Top of halocline to thermocline (included)							translate_PDMET				
plankton_sampling_method_code		IND	IND	Integrerat prov	Integrated sample							translate_PDMET				
plankton_sampling_method_code		INP	INP	Integrerat prov från fotisk zon	Integrated sample from photic zone							translate_PDMET				
plankton_sampling_method_code		MIX	MIX	Blandat ytskikt	Mixed surface layer							translate_PDMET				
plankton_sampling_method_code		OTH	OTH	Övrigt – kontakta ICES för ny kod	Other - contact ICES for new code							translate_PDMET				
plankton_sampling_method_code		PDD	PDD	Poolat prov från olika djup (1,2,5, 5, 7,5, 10 meter)	Pooled sample from distinct depths (1,2.5, 5, 7.5, 10 metres)							translate_PDMET				
plankton_sampling_method_code		SEP	SEP	Separata djup	Separate depths							translate_PDMET				
plankton_sampling_method_code		TTS	TTS	Toppen av termoklinen till ytan	Top of thermocline to surface							translate_PDMET				
plankton_sampling_method_code						?<or>CLU						translate_PDMET				
positioning_system_code		DEC	DEC	DECCA	DECCA							translate_POSYS				
positioning_system_code		DGP	DGP	Differentiellt globalt positioneringssystem	Differential Global Positioning System	DGPS<or>DPS						translate_POSYS				
positioning_system_code		EST	EST	"Uppskattad (särskilt för ""gamla"" data)"	"Estimated (especially for ""old"" data)"							translate_POSYS				
positioning_system_code		GPS	GPS	Globalt positioneringssystem	Global Positioning System	Plotter gps						translate_POSYS				
positioning_system_code		NOM	NOM	Nominellt (utsedda stationer)	Nominal (designated stations)							translate_POSYS				
sample_project_code		HIST Bornö hängbro	BNO	HIST Bornö hängbro	Bornö bridge sampling 	BORNÖ<or>HIST_Bornö_hängbro						translate_PROJ				
sample_project_code		HIST Fyrskepp	FYR	HIST Fyrskepp	Lightship	HIST_Fyrskepp						translate_PROJ				
sample_project_code		HIST Havsfiskelaboratoriet Lysekil	LYS	HIST Havsfiskelaboratoriet Lysekil	Marine fisheries laboratory in Lysekil	HIST_Havsfiskelaboratoriet_Lysekil						translate_PROJ				
sample_project_code		NAT Algövervakning	ALG	NAT Algövervakning	NAT Algae monitoring							translate_PROJ				
sample_project_code		NAT Artikel_8	AR8	NAT Artikel_8	NAT Article_8							translate_PROJ				
sample_project_code		NAT Atlant-Skandinavisk Sill	ASH	NAT Atlant-Skandinavisk Sill	NAT Atlanto-Scandian Herring	ATL.-SCA. HERRING<or>PROJ_Atlanto_Scandian_Herring						translate_PROJ				
sample_project_code		NAT Baltiska Internationella Akustiska Undersökningar BIAS	EKO	NAT Baltiska Internationella Akustiska Undersökningar BIAS	NAT Baltic International Acustic Survey (BIAS)	EKOINTEG.<or>PROJ_Baltic_International_Acoustic_Surveys_BIAS						translate_PROJ				
sample_project_code		NAT Baltiska Internationella Trål Undersökning BITS	COD	NAT Baltiska Internationella Trål Undersökning BITS	NAT Baltic International Trawl Survey (BITS)	TORSKUNDERS.<or>PROJ_Baltic International_Trawl_Survey_BITS						translate_PROJ				
sample_project_code		NAT Gavik KKP	GAV	NAT Gavik KKP	NAT Coordinated recipient monitoring of Gavik							translate_PROJ				
sample_project_code		NAT GOV kalibrering Argos Ancylus	GOV	NAT GOV kalibrering Argos Ancylus	NAT GOV-calibration R/V Argos- R/V Ancylus	GOV-KALIBR. AR-NC<or>PROJ_GOV_kalibrering_Argos_Ancylus						translate_PROJ				
sample_project_code		NAT Internationell bottentrålsundersökning IBTS	IBT	NAT Internationell bottentrålsundersökning IBTS	NAT International Bottom Trawl Survey (IBTS)	INT. BOTTOM TRAWL SURV.<or>PROJ_International_Bottom_Trawl_Survey_IBTS						translate_PROJ				
sample_project_code		NAT Internationell undersökning av unga fiskar IYFS	IYF	NAT Internationell undersökning av unga fiskar IYFS	NAT International Young Fish Survey	INT. YOUNG FISH SURV.<or>IYF<or>PROJ_International_Young_Fish_Survey_IYFS						translate_PROJ				
sample_project_code		NAT Nationell miljöövervakning	NAT	NAT Nationell miljöövervakning	National marine monitoring	Nationella programmet Egentliga Östersjön<or>Nationella programmet Bottniska Viken från 2015<or>Nationella programmet Egentliga Östersjön<or>Nationell provtagning<or>MÖP<or>BALTIC MON. PROG.<or>MAKROF. MJUKB. BOTTN. VIK.<or>NATL. PROG. BOTTN. VIK. 1998<or>Nationella programmet Bottniska Viken från 1998<or>PELAG. KEMI+BIOL. BOTTN. VIK.<or>PELAG. KEMI+BIOL. BOTTN. VIK.<or>PELAG. KEMI+BIOL. EG. ÖSTERSJ.<or>MAKROF. MJUKB. EG. ÖSTERSJ.<or>PELAG EG ÖSTERSJ<or>PELAG. KEMI+BIOL. EG. ÖSJ.+VÄSTERHAV.<or>PELAG. KEMI+BIOL.EG.ÖSJ.+VÄSTERHAV<or>PELAG. KEMI+BIOL.EG.ÖSJ.+VÄSTERHAV.<or>GRÅSÄL<or>VEG.KLÄDDA BOTTNAR KATTEG.<or>SVENSKA KUSTBV.<or>NATL MARBIO MILJÖÖV<or>VEG.KLÄDDA BOTTNAR SKAGER.<or>SMHI BASVERK.<or>SÄL-PATOLOGI<or>VIKARE<or>MAKROF. MJUKB. VÄSTERHAV.<or>PELAG. KEMI+BIOL. VÄSTERHAV.<or>PELAG. KEMI+BIOL. VÄSTERHAVET<or>PELAG.KEMI+BIOL. VÄSTERHAVET<or>Nationellt och regionalt program Västerhavet från 2002<or>VEG.KLÄDDA BOTTNAR ÖSTERSJ.<or>GAVIK. KUSTK.PROG.<or>RÅNEÅF. KUSTK.PROG.<or>Nationell miljöövervakning<or>Baltic Monitoring Program<or>Baltic_Monitoring_Program<or>Baltic Monitoring Program, 1989<or>Nationella programmet Bottniska Viken från 2015<or>Nationella programmet Egentliga Östersjön, Utsjön 2007-<or> Nationell miljöövervakning -Kust och hav -Vegetationsklädda bottnar, trend- och områdesövervakning - Västerhavet-Kattegatt<or> Nationell miljöövervakning -Kust och hav -Vegetationsklädda bottnar - Västerhavet-Kattegatt<or> Nationell trendövervakning av vegetationsklädda bottnar i Blekinge<or> Nationell övervakning vid Askö<or>Nationell övervakning vid Gotland<or>NAT Nationell miljöövervakning, NAT Nationell miljöövervakning<or>NAT Nationell miljöövervakning, Utsjön 2007-<or>Nationell miljöövervakning -Kust och hav -Vegetationsklädda bottnar - Västerhavet-Kattegatt<or>Nationell miljöövervakning -Kust och hav -Vegetationsklädda bottnar, trend- och områdesövervakning - Västerhavet-Kattegatt<or>Nationell trendövervakning av vegetationsklädda bottnar i Blekinge<or>Nationell övervakning vid Askö<or>Nationell övervakning vid Gotland<or>Nationella programmet Bottniska Viken från 2015<or>Vikare<or>NAT Askö<or>Nationellt program Egentliga Östersjön, Utsjöområden, 2016-<or>Manetövervakning_Släggö_Gullmarsfjorden<or>NAT Manetövervakning<or>KNUBBSÄL<or>NAT Nationell miljöövervakning Knubbsäl<or> kNUBBSÄL<or>Askö, Nationell-Regional övervakning, 2007-<or>Nationella programmet Egentliga Östersjön, regional<or>Pelagial biologi Bottniska viken<or>NATL<or>Nationell marin miljöövervakning<or>a_Nationell miljöövervakning mjukbotten, 2016-<or>Regional och Nationell marin miljöövervakning i Västernorrlands län<or>Askö, Nationella programmet Egentliga Östersjön, intensiv Askö. 1971-2006<or>Nationella Baltic Monitoring Programme, BMP, 1979-2006<or>Nationella programmet Egentliga Östersjön, 1971/76-2006<or>Vikare <or>Gräsö-Singö, Mats Waerns lokaler<or>Nationellt program Egentliga Östersjön, Utsjöområden<or> Askö, Nationell-Regional övervakning<or> Samordnad regional och nationell miljöövervakning på västkusten<or>Nationell miljöövervakning på Västkusten<or>Nationell MÖ mjukbotten sydostsverige, 2016-<or>Pmk extra 2011<or>NAT Nationell övervakning vid Askö<or>NAT Nationell övervakning vid Gotland<or>Samordnad regional och nationell miljöövervakning på västkusten från 2017<or>Nationella programmet Bottniska Viken stationsurvalsundersökning 1995 - 1997<or>Nationella programmet Bottniska Viken, intensivprogram i Norrbyområdet fram till 1997<or>NAT Nationell miljöövervakning,						translate_PROJ				
sample_project_code		NAT Nationell marin kartering	NMK	NAT Nationell marin kartering	NAT National marine mapping							translate_PROJ				
sample_project_code		NAT Nationell miljöövervakning extra provtagning	EXT	NAT Nationell miljöövervakning extra provtagning	National monitoring extra sampling	Nationell miljöövervakning extra provtagning						translate_PROJ				
sample_project_code		NAT Oslo-Paris-kommissionen	OPC	NAT Oslo-Paris-kommissionen	NAT Oslo-Paris Commission							translate_PROJ				
sample_project_code		NAT Nationell BasVerksamhet	BAS	NAT Nationell BasVerksamhet	NAT National Base Activity							translate_PROJ				
sample_project_code		NAT SYKEs BasVerksamhet	SYK	NAT SYKEs BasVerksamhet	NAT SYKEs Base Activity							translate_PROJ				
sample_project_code		NAT Östersjöns övervakningsprogram	BMP	NAT Östersjöns övervakningsprogram	NAT Baltic Monitoring Progr	Baltic Monitoring Program BMP Bottniska viken						translate_PROJ				
sample_project_code		PROJ Alsbäck forskningsdata	ALF	PROJ Alsbäck forskningsdata	Research data from the Gullmars fjord,  Alsbäck	FORSKNING ALSBÄCK<or>PROJ_Alsbäck_forskningsdata						translate_PROJ				
sample_project_code		PROJ Automatisk Kasun Boj	AUT	PROJ Automatisk Kasun Boj	Automatic Kasun/Buoy	AUTOM. KASUN/BOJ<or>PROJ_Automatisk_Kasun_Boj						translate_PROJ				
sample_project_code		PROJ Östersjöns Öppet Hav Experiment	BEX	PROJ Östersjöns Öppet Hav Experiment	Baltic Open Sea Experiment	BALT O. SEA EXPMNT.<or>PROJ_Baltic_Open_Sea_Experiment 						translate_PROJ				
sample_project_code		PROJ Bank kartering vindkraft	BNK	PROJ Bank kartering vindkraft	Survey of offshore bank, wind turbines.	KART. VINDK.<or>PROJ_Bank_kartering_vindkraft						translate_PROJ				
sample_project_code		PROJ Basinventering	BAI	PROJ Basinventering	Base inventory	Basinventering av Fjärdlångs och Huvudskärs Natura 2000 områden<or>Basinventering av Natura 2000 områden i Västerbottens län<or>Basinventering av Sundby naturreservat<or><or>Basinventering i Stockholms län<or>Basinventering i Västernorrlands län<or>Basinventeringen i Kalmar Län<or>Basinventeringen i Östergötland <or>Marin basinventering 2007, Västernorrlands län<or>Södermanland naturvärdesinventering och basinventering<or>Marin basinventering i Skåne Län<or>Hjälmö-Lådna naturreservat, Stockholms län - basinventering<or>Hälsingeholmarna, Stockholms län: Basinventering.<or>Basinventering i Kalmar län						translate_PROJ				
sample_project_code		PROJ Bottenhavet pelagisk verifikation	PBX	PROJ Bottenhavet pelagisk verifikation	Pelagic verification Bothnian Sea	PELAG. VERIF. BOTTENH.<or>Lst X<or>PROJ_Bottenhavet_pelagisk_verifikation<or>PROJ Bottenhavet Pelagisk verifikation						translate_PROJ				
sample_project_code		PROJ Bottenviken pelagial mätkampanj	PBH	PROJ Bottenviken pelagial mätkampanj	Sampling campaign pelagic 2010  Bothnian Bay	MÄTKAMP. PELAG. 2010 BOTTENV.<or>Lst Norrland<or>PROJ_Bottenviken_pelagial_mätkampanj						translate_PROJ				
sample_project_code		PROJ Bottenviken pelagisk verifikation	PBV	PROJ Bottenviken pelagisk verifikation	Pelagic verification Bothnian Bay	PELAG. VERIF. BOTTENV.<or>Lst X<or>PROJ_Bottenviken_pelagisk_verifikation						translate_PROJ				
sample_project_code		PROJ Västernorrland mätkampanjen	PYM	PROJ Västernorrland mätkampanjen	Sampling campaign pelagic Västernorrland	Mätkampanjen i Västernorrland 2018<or>Mätkampanjen i Västernorrland 2015						translate_PROJ				
sample_project_code		PROJ Bottniska viken året	BVO	PROJ Bottniska viken året	Gulf of Bothnia year (1991)	BOTTNV. ÅRET<or>PROJ_Bottniska_viken_året						translate_PROJ				
sample_project_code		PROJ Bottniska viken överenskommelsen 	BVI	PROJ Bottniska viken överenskommelsen 	Gulf of Bothnia agreement 	BOTTNV. ÖVEREK.<or>PROJ_Bottniska_viken_överenskommelsen 						translate_PROJ				
sample_project_code		PROJ Brofjorden	BRO	PROJ Brofjorden	The Brofjorden project 	BROFJ.PROJ.<or>PROJ_Brofjorden						translate_PROJ				
sample_project_code		PROJ Byfjorden BOX	GUB	PROJ Byfjorden BOX	Byfjorden BOX-project	PROJ_Byfjorden_BOX<or>Forskningsdata BOX-projektet 2009-2012						translate_PROJ				
sample_project_code		PROJ DIAMIX	DMX	PROJ DIAMIX	DIAMIX	DIAMIX-PROJ.<or>DMX<or>PROJ_DIAMIX						translate_PROJ				
sample_project_code		PROJ DNA-streckkodning av marina växtplankton	DNA	PROJ DNA-streckkodning av marina växtplankton	DNA-metabarcoding of marine phytoplankton	DNA-streckkodning<or>PROJ_DNA						translate_PROJ				
sample_project_code		PROJ Eg östersjön pelagial mätkampanj	OPM	PROJ Eg östersjön pelagial mätkampanj	Sampling campaign pelagic 2010  Baltic Proper	MÄTKAMP. PELAG. 2010 NORRA ÖSTERSJ.<or>PROJ_Eg_östersjön_pelagial_mätkampanj						translate_PROJ				
sample_project_code		PROJ Enningsdalsälven INTERREG	ENN	PROJ Enningsdalsälven INTERREG	Interregproject Enningdalsälven	INTERREG ENNINGDALSÄLVEN<or>PROJ_Enningsdalsälven_INTERREG						translate_PROJ				
sample_project_code		PROJ Ferrybox Transpaper och Color Fantasy	TRA	PROJ Ferrybox Transpaper och Color Fantasy	Ferrybox Transpaper and Color Fantasy	VÄXTPL. FERRYB.<or>PROJ_Ferrybox_Transpaper<or>PROJ Transpaper<or>TRANSPAPER<or>Transpaper<or>PROJ_Transpaper<or>PROJ Ferrybox Transpaper<or>PROJ Ferrybox ColorFantasy						translate_PROJ				
sample_project_code		PROJ Gotland pelagial mätkampanj	GPM	PROJ Gotland pelagial mätkampanj	Sampling campaign pelagic 2010  County Administration Board of Gotland	MÄTKAMP. PELAG. 2010<or>PROJ_Gotland_pelagial_mätkampanj						translate_PROJ				
sample_project_code		PROJ Gotlands grunda vikar	GGV	PROJ Gotlands grunda vikar	Gotlands shallow bays	Lst Gotland & NV<or>PROJ_Gotlands_grunda_vikar						translate_PROJ				
sample_project_code		PROJ Grunda vikar	GVI	PROJ Grunda vikar	Shallow bays	Basinventering av skyddade grunda marina miljöer, Västerbottens län<or>Basinventering i Blekinge Län<or>Basinventering av grunda marina områden i AB län<or>Basinventering av grunda marina områden i AB län 2008<or>Basinventering_BD<or>Naturvärdesinventering_BD<or>Regional miljöövervakning D-län 2004<or>Regional miljöövervakning D-län 2006<or>Regional miljöövervakning D-län 2007<or>Regional miljöövervakning D-län 2008<or>Regional miljöövervakning D-län 2005<or>Basinventeringen i Östergötlands län 2008<or>Basinventeringen i Östergötland 2005<or>Basinventering Gotlands län<or>Mellanårsvariationer av undervattensvegetation i Blekinge<or>Inventering av vegetation i grunda vikar i Blekinge<or>Uppföljningstest i Blekinge 2007<or>Basinventering i Skåne län<or>Interreg IIIA<or>Utvecklingsprojekt RegMÖ<or>Tidsserie Forsmark och Furusund<or>Basinventering C-län<or>Naturvärden vid Gårdskärskusten och Slada<or>Gräsö marina reservat<or>Lövstabukten, Tierps kommun<or>Regional MÖ X-län (X21)<or>Basinventering X-län<or>Regional MÖ X-län<or>Undersökning av mellansårsvariation i undervattensvegetation i grunda vikar<or>Basinventeringen i Kalmar Län<or>Mellanårsvariationer i undervattensvegetation och fiskyngelförekomst i grunda havsvikar längs den svenska kusten<or>Marin basinventering Västernorrland						translate_PROJ				
sample_project_code		PROJ Gårdskärskusten	GSK	PROJ Gårdskärskusten	Inventory of epibenthic fauna in the Uppsala county coast of Gårdskär							translate_PROJ				
